板块类型,板块名称,板块代码,开始日期,结束日期,股票数量,股票列表
概念板块,旅游概念,880651,2022-12-30,2026-01-08,149,"0000069,0000099,0000156,0000419,0000421,0000423,0000430,0000516,0000524,0000558,0000592,0000610,0000620,0000632,0000637,0000792,0000793,0000796,0000802,0000863,0000869,0000886,0000888,0000917,0000978,0001203,0001386,0002004,0002033,0002059,0002065,0002110,0002146,0002153,0002159,0002181,0002320,0002343,0002357,0002431,0002485,0002489,0002542,0002558,0002582,0002587,0002596,0002607,0002627,0002678,0002694,0002707,0002712,0002717,0002775,0002780,0002887,0002963,0003039,0300010,0300027,0300052,0300133,0300144,0300177,0300197,0300237,0300291,0300296,0300756,0300784,0300844,0300859,0300860,0300947,0300949,0300989,0301098,0301262,0301313,0301339,0301396,1600051,1600054,1600088,1600094,1600138,1600156,1600158,1600172,1600197,1600223,1600250,1600258,1600266,1600325,1600358,1600543,1600561,1600566,1600573,1600576,1600593,1600606,1600611,1600633,1600637,1600640,1600650,1600655,1600683,1600693,1600697,1600702,1600706,1600717,1600735,1600736,1600749,1600754,1600824,1600853,1600880,1600996,1601188,1601888,1601929,1601969,1603069,1603081,1603099,1603123,1603136,1603199,1603389,1603402,1603466,1603721,1603729,1603776,1603825,1603843,1603896,1603955,1605069,1605303,1688626,1688787,2920564"
概念板块,中特估,880671,2023-05-08,2023-05-05,98,"0000065,0000498,0000519,0000617,0000708,0000831,0000923,0000928,0000932,0001872,0001965,0002051,0002271,0002302,0002423,0002493,0002541,0003816,1600004,1600007,1600009,1600018,1600019,1600026,1600028,1600030,1600036,1600039,1600050,1600072,1600115,1600150,1600176,1600326,1600339,1600415,1600425,1600502,1600585,1600685,1600720,1600760,1600886,1600900,1600905,1600916,1600938,1600941,1600970,1600977,1601006,1601018,1601061,1601066,1601088,1601106,1601111,1601117,1601179,1601186,1601211,1601288,1601298,1601318,1601319,1601328,1601390,1601398,1601598,1601600,1601601,1601608,1601611,1601618,1601628,1601668,1601669,1601728,1601766,1601800,1601808,1601816,1601857,1601858,1601866,1601868,1601881,1601888,1601898,1601899,1601919,1601939,1601949,1601985,1601988,1601995,1601998,1603019"
概念板块,ChatGPT,880654,2023-02-01,2025-12-23,137,"0000034,0000063,0000409,0000560,0000676,0000810,0000925,0002045,0002065,0002117,0002123,0002131,0002197,0002212,0002229,0002230,0002279,0002292,0002354,0002362,0002367,0002401,0002419,0002530,0002553,0002555,0002558,0002587,0002642,0002649,0002657,0002717,0002722,0002799,0002803,0002862,0002878,0002912,0003032,0300002,0300033,0300047,0300058,0300071,0300081,0300096,0300166,0300182,0300188,0300192,0300213,0300226,0300229,0300235,0300244,0300245,0300253,0300271,0300292,0300338,0300339,0300352,0300364,0300378,0300399,0300418,0300454,0300459,0300465,0300479,0300496,0300520,0300523,0300592,0300609,0300612,0300624,0300634,0300654,0300674,0300687,0300688,0300766,0300781,0300785,0300830,0300925,0300947,0301078,0301103,0301171,0301178,0301230,0301231,0301236,0301313,0301316,0301376,0301378,0301380,0301396,1600100,1600271,1600570,1600571,1600588,1600728,1600797,1600839,1600850,1600875,1600941,1601360,1603018,1603171,1603466,1603528,1603533,1603613,1603660,1603666,1603687,1603859,1605168,1688023,1688058,1688228,1688246,1688327,1688343,1688365,1688590,1688609,1688768,1688787,2920305,2920799"
概念板块,CPO概念,880656,2023-02-08,2025-12-31,145,"0000021,0000062,0000070,0000636,0000818,0000823,0000938,0000988,0001267,0001309,0001389,0002025,0002049,0002156,0002179,0002184,0002185,0002281,0002384,0002396,0002429,0002436,0002475,0002515,0002579,0002600,0002792,0002796,0002815,0002897,0002902,0002906,0002938,0002957,0003028,0003031,0300102,0300131,0300252,0300287,0300303,0300308,0300310,0300351,0300394,0300408,0300447,0300456,0300460,0300476,0300502,0300548,0300570,0300571,0300620,0300657,0300684,0300739,0300757,0300812,0300814,0300852,0300857,0300903,0300913,0300964,0301085,0301123,0301128,0301165,0301183,0301205,0301251,0301312,0301338,0301419,0301486,0301511,0301517,0301628,1600103,1600105,1600171,1600183,1600353,1600487,1600498,1600522,1600584,1600601,1600703,1601138,1601231,1601869,1603011,1603031,1603052,1603083,1603203,1603220,1603228,1603267,1603306,1603328,1603738,1603773,1603803,1603920,1603936,1603960,1605358,1688025,1688048,1688097,1688102,1688143,1688167,1688170,1688183,1688195,1688205,1688226,1688313,1688328,1688371,1688379,1688381,1688388,1688400,1688498,1688516,1688518,1688519,1688536,1688609,1688629,1688655,1688662,1688685,1688807,2920045,2920060,2920509,2920821,2920981"
概念板块,数字水印,880657,2023-02-13,2025-08-01,31,"0000681,0000925,0002197,0002212,0002228,0002229,0002268,0002491,0002717,0002819,0003029,0300079,0300081,0300096,0300166,0300220,0300352,0300369,0300449,0300571,0300747,0300768,0301185,0301223,0301270,1600571,1603636,1603687,1688031,1688225,1688787"
概念板块,毫米雷达,880659,2023-02-23,2026-01-06,123,"0000581,0000823,0000887,0001287,0002023,0002036,0002156,0002185,0002194,0002236,0002243,0002284,0002324,0002373,0002413,0002414,0002436,0002446,0002456,0002463,0002475,0002579,0002590,0002611,0002655,0002669,0002767,0002792,0002815,0002869,0002881,0002886,0002906,0002920,0002937,0002970,0002975,0300045,0300112,0300136,0300252,0300256,0300275,0300292,0300322,0300328,0300397,0300427,0300432,0300638,0300644,0300671,0300680,0300691,0300710,0300735,0300814,0300852,0300862,0300903,0300936,0300964,0300975,0300978,0301041,0301050,0301133,0301135,0301328,0301488,0301499,0301517,0301536,0301628,1600183,1600246,1600330,1600562,1600584,1600728,1600741,1600764,1600839,1600877,1600990,1601799,1603018,1603068,1603118,1603150,1603175,1603186,1603197,1603211,1603228,1603236,1603266,1603296,1603328,1603386,1603633,1603920,1605058,1605228,1605258,1605365,1688002,1688022,1688183,1688208,1688306,1688326,1688375,1688522,1688682,1688800,2920021,2920060,2920242,2920374,2920640,2920806,2920961"
概念板块,工业软件,880660,2023-02-27,2024-03-19,35,"0002073,0002232,0002296,0002380,0002410,0300024,0300065,0300112,0300124,0300170,0300353,0300378,0300466,0300508,0300687,0300830,0300935,0301195,0301269,0301315,1600562,1600588,1600845,1603859,1688078,1688083,1688090,1688188,1688291,1688507,1688562,1688657,1688682,1688768,1688777"
概念板块,6G概念,880661,2023-03-03,2025-12-31,86,"0000062,0000063,0000070,0000988,0001270,0002080,0002093,0002115,0002138,0002281,0002324,0002413,0002436,0002439,0002446,0002465,0002512,0002544,0002579,0002583,0002792,0002796,0002815,0002886,0002897,0002913,0003007,0003031,0300045,0300123,0300134,0300136,0300184,0300250,0300252,0300307,0300322,0300342,0300456,0300571,0300608,0300634,0300680,0300711,0300739,0300782,0300964,0301041,0301050,0301165,0301183,0301191,0301289,0301517,1600050,1600118,1600288,1600487,1600498,1600522,1600877,1600941,1601137,1601698,1601728,1603118,1603186,1603220,1603228,1603236,1603712,1603773,1603803,1603936,1605589,1688175,1688225,1688270,1688375,1688387,1688418,1688790,2920021,2920438,2920725,2920961"
概念板块,时空数据,880662,2023-03-14,2025-08-01,45,"0000409,0000925,0002236,0002298,0002383,0002405,0002465,0002771,0300036,0300044,0300045,0300047,0300053,0300101,0300177,0300287,0300324,0300350,0300365,0300397,0300523,0300556,0300588,0300603,0300732,0300826,0301091,0301136,0301169,0301172,0301178,0301221,0301248,0301390,1600266,1600410,1600476,1600855,1600868,1601929,1603559,1603660,1688070,1688509,1688568"
概念板块,可控核变,880666,2023-03-14,2026-01-12,106,"0000032,0000400,0000533,0000617,0000709,0000777,0000811,0000825,0000962,0000969,0001208,0001332,0002135,0002149,0002171,0002179,0002255,0002266,0002318,0002366,0002430,0002438,0002484,0002533,0002611,0002639,0002735,0002743,0002859,0003001,0003009,0300019,0300048,0300159,0300411,0300423,0300435,0300499,0300557,0300667,0300820,0300827,0300963,0301018,0301082,0301137,0301167,0301310,0301522,1600023,1600100,1600105,1600237,1600307,1600339,1600353,1600363,1600444,1600468,1600501,1600516,1600522,1600549,1600550,1600558,1600562,1600577,1600869,1600875,1600990,1601179,1601212,1601399,1601609,1601611,1601727,1601868,1601985,1601992,1603011,1603015,1603169,1603261,1603308,1603699,1603916,1605123,1605167,1688048,1688102,1688103,1688106,1688122,1688128,1688167,1688186,1688290,1688386,1688600,1688663,1688711,1688719,1688776,2920300,2920396,2920576"
概念板块,知识付费,880668,2023-04-14,2023-04-13,22,"0000156,0000719,0002065,0002115,0002238,0300010,0300229,0300364,0300654,0300788,0301025,1600229,1600576,1600757,1601098,1601858,1601900,1601921,1601949,1603533,1603888,1603999"
概念板块,算力租赁,880669,2023-04-21,2025-12-30,178,"0000032,0000034,0000066,0000070,0000158,0000665,0000712,0000779,0000815,0000818,0000886,0000889,0000925,0000938,0000977,0001339,0002015,0002042,0002065,0002122,0002123,0002152,0002197,0002217,0002229,0002230,0002232,0002238,0002243,0002261,0002335,0002354,0002398,0002575,0002602,0002657,0002713,0002730,0002757,0002771,0002822,0002849,0002881,0002929,0003005,0003007,0300002,0300017,0300042,0300052,0300053,0300056,0300061,0300065,0300067,0300081,0300088,0300093,0300113,0300133,0300157,0300166,0300167,0300168,0300173,0300175,0300212,0300214,0300231,0300248,0300249,0300250,0300252,0300287,0300310,0300324,0300368,0300383,0300397,0300442,0300472,0300494,0300536,0300560,0300571,0300578,0300597,0300603,0300608,0300609,0300657,0300688,0300730,0300738,0300798,0300816,0300818,0300825,0300846,0300857,0300895,0300911,0300921,0300933,0300949,0300989,0301085,0301139,0301169,0301178,0301236,0301248,0301259,0301396,0301638,1600037,1600094,1600100,1600126,1600131,1600186,1600265,1600410,1600449,1600589,1600602,1600633,1600666,1600718,1600734,1600797,1600821,1600839,1600959,1600986,1600996,1601138,1601728,1601789,1601868,1601928,1601929,1603000,1603019,1603110,1603220,1603300,1603315,1603322,1603496,1603602,1603613,1603629,1603636,1603843,1603869,1603887,1603912,1603985,1605168,1688051,1688058,1688096,1688110,1688158,1688159,1688227,1688256,1688316,1688327,1688343,1688385,1688500,1688590,1688685,2920092,2920493,2920924"
概念板块,光通信,880670,2023-04-21,2026-01-05,119,"0000063,0000070,0000586,0000720,0000725,0000801,0000881,0000890,0000936,0000988,0001267,0001309,0002008,0002025,0002179,0002222,0002276,0002281,0002298,0002313,0002415,0002428,0002429,0002436,0002491,0002522,0002725,0002792,0002829,0002860,0002897,0002902,0002962,0002988,0003031,0300079,0300123,0300184,0300227,0300252,0300265,0300270,0300292,0300303,0300308,0300351,0300394,0300398,0300408,0300447,0300502,0300504,0300548,0300557,0300565,0300570,0300571,0300603,0300620,0300667,0300698,0300710,0300726,0300747,0300757,0300812,0300843,0300909,0300913,0301041,0301182,0301183,0301196,0301202,0301205,0301289,0301328,0301349,0301486,0301516,0301517,0301566,1600103,1600105,1600198,1600345,1600487,1600497,1600498,1600522,1600703,1600869,1601868,1601869,1603042,1603083,1603118,1603220,1603386,1603618,1603688,1603690,1603920,1688025,1688048,1688143,1688167,1688195,1688205,1688260,1688313,1688418,1688450,1688498,1688609,2920045,2920171,2920682,2920879"
概念板块,混合现实,880673,2023-05-23,2025-06-05,62,"0000547,0000810,0001314,0002036,0002189,0002241,0002354,0002395,0002456,0002475,0002587,0002635,0002717,0002929,0002962,0002975,0003021,0300031,0300036,0300081,0300115,0300219,0300232,0300264,0300269,0300413,0300459,0300496,0300545,0300556,0300567,0300602,0300616,0300684,0300752,0300781,0300812,0300845,0300968,0301302,0301312,0301360,0301396,0301486,1600525,1600814,1603189,1603327,1603466,1603516,1688025,1688035,1688079,1688088,1688097,1688157,1688167,1688328,1688400,1688450,2920026,2920090"
概念板块,英伟达,880674,2023-05-31,2025-12-25,87,"0000034,0000818,0000938,0000977,0001287,0001314,0001339,0002015,0002036,0002151,0002152,0002229,0002230,0002587,0002600,0002611,0002624,0002837,0002851,0002906,0002913,0002920,0002975,0300036,0300067,0300113,0300128,0300232,0300251,0300252,0300308,0300315,0300319,0300328,0300373,0300383,0300394,0300454,0300476,0300496,0300541,0300560,0300598,0300612,0300657,0300679,0300698,0300723,0300757,0300811,0300843,0300846,0300857,0301077,0301189,0301236,0301366,0301458,0301488,1600699,1600745,1601138,1601231,1601238,1601689,1603002,1603228,1603236,1603283,1603296,1603501,1603516,1603629,1603920,1603985,1688003,1688039,1688112,1688316,1688322,1688368,1688385,1688486,1688591,1688661,1688668,1689009"
概念板块,减速器,880675,2023-07-29,2026-01-06,129,"0000009,0000026,0000551,0000601,0000678,0000795,0000816,0000837,0000887,0000951,0000981,0001282,0001288,0001306,0002008,0002031,0002164,0002283,0002403,0002434,0002472,0002520,0002526,0002527,0002547,0002553,0002600,0002681,0002708,0002765,0002833,0002850,0002896,0002903,0002921,0002975,0003021,0300095,0300115,0300198,0300258,0300382,0300403,0300421,0300432,0300433,0300488,0300503,0300539,0300549,0300585,0300660,0300680,0300681,0300709,0300780,0300817,0300825,0300879,0300881,0300885,0300904,0301007,0301008,0301023,0301029,0301107,0301170,0301216,0301226,0301229,0301233,0301255,0301261,0301279,0301298,0301307,0301353,0301368,0301398,0301550,0301596,0301656,1600081,1600169,1600178,1600218,1600243,1600835,1600960,1600967,1601177,1601608,1601727,1603032,1603119,1603166,1603178,1603270,1603275,1603305,1603319,1603638,1603667,1603728,1603767,1603809,1603915,1603982,1605055,1605208,1605389,1688017,1688160,1688162,1688165,1688280,1688306,1688556,2920006,2920100,2920221,2920418,2920510,2920593,2920663,2920720,2920839,2920896"
概念板块,减肥药,880681,2023-08-14,2025-12-24,59,"0000411,0000513,0000739,0000813,0000935,0000950,0000963,0002038,0002099,0002294,0002317,0002742,0002821,0002907,0300003,0300122,0300199,0300255,0300363,0300404,0300487,0300723,0300765,0300896,0301092,0301166,0301257,0301263,0301363,0301393,0301509,0301520,1600062,1600129,1600196,1600267,1600276,1600380,1600557,1600721,1600867,1603087,1603538,1603707,1605116,1688076,1688105,1688117,1688131,1688136,1688166,1688202,1688550,1688602,1688621,1688690,1688759,2920017,2920735"
概念板块,合成生物,880530,2024-05-07,2025-12-30,162,"0000407,0000525,0000592,0000705,0000739,0000756,0000790,0000813,0000925,0000952,0000963,0000990,0001366,0001367,0002001,0002019,0002054,0002102,0002166,0002252,0002286,0002316,0002385,0002393,0002422,0002481,0002550,0002562,0002567,0002597,0002626,0002688,0002714,0002734,0002773,0002821,0002868,0002880,0002886,0002923,0002940,0300119,0300122,0300132,0300142,0300171,0300189,0300199,0300233,0300243,0300261,0300267,0300358,0300381,0300387,0300401,0300412,0300430,0300452,0300497,0300583,0300596,0300601,0300653,0300676,0300692,0300702,0300725,0300740,0300801,0300841,0300871,0300896,0300966,0300970,0301047,0301087,0301089,0301103,0301108,0301156,0301159,0301166,0301201,0301206,0301220,0301230,0301246,0301258,0301263,0301277,0301301,0301305,0301371,0301408,0301565,1600062,1600143,1600165,1600201,1600216,1600223,1600226,1600267,1600298,1600315,1600380,1600420,1600521,1600573,1600587,1600721,1600731,1600789,1600796,1600812,1600866,1600867,1600873,1603010,1603079,1603139,1603217,1603276,1603456,1603538,1603690,1603739,1603810,1603983,1603998,1605077,1605116,1605177,1605507,1605589,1688065,1688076,1688089,1688098,1688105,1688114,1688131,1688136,1688137,1688156,1688166,1688179,1688185,1688202,1688363,1688526,1688596,1688639,1688799,2920123,2920230,2920275,2920471,2920547,2920685,2920982"
概念板块,星闪概念,880683,2023-09-13,2025-08-15,70,"0000016,0000063,0000582,0000810,0001287,0001298,0002151,0002236,0002241,0002351,0002405,0002456,0002577,0002583,0002615,0002642,0002681,0002813,0002841,0002849,0002861,0002888,0002906,0002970,0002990,0300079,0300184,0300275,0300339,0300349,0300460,0300504,0300552,0300579,0300598,0300672,0300793,0301106,0301189,0301578,1600636,1600877,1603068,1603160,1603236,1603331,1603516,1688007,1688018,1688039,1688153,1688159,1688220,1688259,1688262,1688288,1688332,1688387,1688561,1688591,1688595,1688608,1688609,1688618,1688653,1688798,2920190,2920249,2920374,2920961"
概念板块,液冷服务,880685,2023-09-14,2026-01-08,174,"0000009,0000034,0000063,0000066,0000333,0000636,0000651,0000811,0000887,0000938,0000977,0001210,0001400,0002011,0002025,0002050,0002126,0002131,0002152,0002179,0002203,0002272,0002281,0002313,0002326,0002328,0002334,0002335,0002418,0002421,0002475,0002518,0002527,0002536,0002580,0002600,0002632,0002639,0002723,0002771,0002837,0002879,0002909,0002937,0002957,0002963,0002965,0002975,0300017,0300037,0300124,0300128,0300145,0300184,0300190,0300214,0300249,0300308,0300322,0300351,0300376,0300383,0300414,0300433,0300442,0300459,0300462,0300499,0300547,0300565,0300587,0300594,0300602,0300603,0300647,0300657,0300660,0300684,0300689,0300698,0300709,0300727,0300731,0300828,0300839,0300843,0300870,0300975,0300990,0300992,0301013,0301018,0301086,0301123,0301128,0301151,0301165,0301202,0301236,0301248,0301252,0301268,0301307,0301326,0301397,0301489,0301560,0301626,1600100,1600156,1600160,1600271,1600378,1600480,1600481,1600487,1600498,1600506,1600522,1600602,1600673,1600745,1600850,1600869,1600979,1601137,1601138,1601609,1601689,1603019,1603083,1603090,1603124,1603158,1603200,1603203,1603269,1603296,1603339,1603370,1603381,1603496,1603516,1603629,1603757,1603881,1603887,1603906,1603912,1603936,1603989,1605020,1605060,1605277,1605289,1688035,1688158,1688181,1688219,1688261,1688371,1688379,1688392,1688484,1688503,1688531,1688668,2920098,2920223,2920225,2920491,2920662,2920693,2920808"
概念板块,新型工业,880688,2023-09-26,2026-01-08,285,"0000157,0000409,0000410,0000599,0000795,0000837,0000988,0001223,0001266,0001277,0001339,0001388,0002006,0002008,0002009,0002026,0002058,0002122,0002139,0002184,0002209,0002212,0002236,0002248,0002334,0002347,0002368,0002369,0002376,0002380,0002402,0002403,0002426,0002519,0002520,0002526,0002527,0002559,0002611,0002642,0002685,0002698,0002747,0002757,0002767,0002786,0002833,0002851,0002877,0002892,0002896,0002903,0002917,0002925,0002957,0002965,0002975,0002979,0002997,0003021,0003025,0003036,0300024,0300031,0300044,0300066,0300083,0300095,0300097,0300112,0300115,0300124,0300128,0300134,0300161,0300166,0300173,0300195,0300213,0300222,0300227,0300275,0300276,0300278,0300293,0300307,0300316,0300353,0300354,0300370,0300378,0300400,0300412,0300415,0300420,0300430,0300433,0300450,0300456,0300461,0300466,0300484,0300486,0300490,0300496,0300503,0300508,0300510,0300527,0300532,0300535,0300545,0300553,0300580,0300606,0300607,0300667,0300678,0300687,0300707,0300751,0300757,0300768,0300780,0300789,0300793,0300809,0300823,0300825,0300830,0300836,0300840,0300848,0300853,0300873,0300907,0300913,0300946,0300971,0300988,0301013,0301029,0301041,0301053,0301086,0301112,0301128,0301165,0301179,0301199,0301206,0301248,0301251,0301273,0301298,0301311,0301312,0301314,0301315,0301320,0301338,0301486,0301510,0301512,0301516,0301568,0301578,0301596,0301603,0301633,1600071,1600215,1600243,1600308,1600355,1600499,1600501,1600525,1600545,1600560,1600579,1600775,1600843,1600845,1600850,1600860,1600894,1600960,1601399,1601608,1601689,1601882,1603011,1603015,1603017,1603019,1603025,1603029,1603066,1603082,1603088,1603100,1603111,1603131,1603135,1603202,1603203,1603206,1603273,1603275,1603283,1603286,1603289,1603325,1603396,1603416,1603496,1603611,1603638,1603656,1603666,1603803,1603859,1603895,1603901,1603927,1603933,1603956,1603960,1603966,1605005,1605167,1605365,1688003,1688017,1688022,1688060,1688083,1688090,1688092,1688097,1688115,1688125,1688128,1688155,1688160,1688162,1688165,1688188,1688218,1688251,1688255,1688305,1688306,1688320,1688322,1688328,1688360,1688395,1688400,1688420,1688425,1688499,1688518,1688529,1688557,1688558,1688559,1688570,1688577,1688618,1688646,1688657,1688697,1688777,2920080,2920092,2920100,2920284,2920305,2920570,2920578,2920579,2920870,2920932"
